               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.041266,            0.023933,            0.015836,             0.75832,             0.65199,             0.71775,             0.44719,            0.040696,            0.013016,            0.011112,           0.0021295,           0.0021295,           0.0021295
                 161,             0.04088,            0.023701,            0.016461,              0.7592,             0.65253,             0.71805,             0.44779,            0.040682,            0.013012,            0.011105,             0.00208,             0.00208,             0.00208
                 162,            0.041266,            0.023671,            0.015975,             0.76227,             0.65222,             0.71834,             0.44791,            0.040669,            0.013008,            0.011096,           0.0020305,           0.0020305,           0.0020305
                 163,            0.040614,            0.023381,            0.016214,             0.76157,             0.65332,             0.71855,             0.44831,            0.040657,            0.013005,             0.01109,            0.001981,            0.001981,            0.001981
                 164,            0.041144,            0.023583,            0.016155,             0.76255,             0.65385,             0.71905,             0.44871,            0.040644,            0.013001,            0.011084,           0.0019315,           0.0019315,           0.0019315
                 165,            0.040661,             0.02374,            0.015895,             0.76275,             0.65314,              0.7188,             0.44856,            0.040632,            0.012997,             0.01108,            0.001882,            0.001882,            0.001882
                 166,            0.041043,            0.023725,            0.016233,             0.76352,             0.65316,             0.71904,             0.44883,            0.040621,            0.012994,            0.011073,           0.0018325,           0.0018325,           0.0018325
                 167,            0.040929,            0.023694,            0.016115,             0.76424,              0.6522,              0.7189,             0.44889,            0.040611,            0.012991,            0.011069,            0.001783,            0.001783,            0.001783
                 168,            0.040905,            0.024058,            0.015454,             0.76399,             0.65304,             0.71892,             0.44925,            0.040602,            0.012986,            0.011066,           0.0017335,           0.0017335,           0.0017335
                 169,            0.040673,            0.024409,            0.015762,             0.76444,             0.65293,             0.71882,             0.44959,             0.04059,            0.012981,            0.011058,            0.001684,            0.001684,            0.001684
                 170,            0.040767,            0.023713,            0.015418,             0.76393,              0.6524,             0.71908,             0.44987,            0.040579,            0.012977,            0.011053,           0.0016345,           0.0016345,           0.0016345
                 171,            0.040746,            0.023562,            0.015585,             0.76239,             0.65365,             0.71947,             0.45002,            0.040568,            0.012973,            0.011047,            0.001585,            0.001585,            0.001585
                 172,            0.040625,            0.023692,            0.015414,             0.76198,              0.6533,             0.71965,             0.45052,            0.040557,            0.012969,            0.011042,           0.0015355,           0.0015355,           0.0015355
                 173,            0.040436,            0.023655,            0.015598,             0.76268,             0.65407,             0.71978,             0.45076,            0.040545,            0.012965,            0.011036,            0.001486,            0.001486,            0.001486
                 174,            0.040196,            0.023835,            0.015023,             0.76367,             0.65159,              0.7199,             0.45107,            0.040533,            0.012961,            0.011033,           0.0014365,           0.0014365,           0.0014365
                 175,            0.040638,              0.0241,            0.015484,             0.76406,             0.65106,             0.71943,             0.45098,            0.040521,            0.012957,            0.011028,            0.001387,            0.001387,            0.001387
                 176,            0.040736,             0.02378,            0.015165,              0.7654,             0.65339,             0.72002,             0.45143,            0.040509,            0.012954,            0.011024,           0.0013375,           0.0013375,           0.0013375
                 177,            0.039986,            0.023651,             0.01505,             0.76294,             0.65541,             0.72033,             0.45161,            0.040498,            0.012951,            0.011022,            0.001288,            0.001288,            0.001288
                 178,            0.040284,            0.023472,            0.015361,              0.7586,              0.6584,             0.72029,             0.45194,            0.040485,            0.012947,            0.011018,           0.0012385,           0.0012385,           0.0012385
                 179,            0.040168,            0.023852,            0.014716,             0.75905,             0.65815,             0.72027,             0.45223,            0.040472,            0.012944,            0.011015,            0.001189,            0.001189,            0.001189
                 180,            0.040271,            0.023125,            0.015189,             0.75908,             0.65842,             0.72008,             0.45233,            0.040458,            0.012941,            0.011013,           0.0011395,           0.0011395,           0.0011395
                 181,             0.04014,            0.023647,            0.014943,             0.76044,              0.6586,             0.72027,              0.4525,            0.040445,            0.012937,            0.011013,             0.00109,             0.00109,             0.00109
                 182,            0.039379,            0.022886,            0.014377,              0.7587,             0.66007,             0.72069,              0.4528,            0.040432,            0.012933,            0.011011,           0.0010405,           0.0010405,           0.0010405
                 183,             0.03995,            0.023385,            0.014974,             0.75879,             0.66032,             0.72114,             0.45285,            0.040419,            0.012929,            0.011008,            0.000991,            0.000991,            0.000991
                 184,            0.040078,            0.023269,            0.015041,             0.76006,             0.66036,             0.72169,             0.45311,            0.040406,            0.012925,            0.011003,           0.0009415,           0.0009415,           0.0009415
                 185,             0.03968,            0.023287,            0.014073,             0.76123,             0.66006,             0.72166,             0.45312,            0.040396,            0.012922,            0.011002,            0.000892,            0.000892,            0.000892
                 186,            0.039769,            0.023109,            0.014447,             0.76027,             0.66092,             0.72173,             0.45355,            0.040384,            0.012918,            0.010999,           0.0008425,           0.0008425,           0.0008425
                 187,            0.039836,            0.023703,            0.014518,             0.76159,             0.66113,             0.72203,             0.45381,            0.040373,            0.012914,            0.010997,            0.000793,            0.000793,            0.000793
                 188,            0.039555,            0.023105,            0.014258,             0.76167,             0.66131,             0.72214,             0.45411,            0.040363,            0.012911,            0.010993,           0.0007435,           0.0007435,           0.0007435
                 189,            0.039895,            0.023546,            0.014276,             0.76409,             0.66004,             0.72225,             0.45439,            0.040352,            0.012907,            0.010989,            0.000694,            0.000694,            0.000694
                 190,            0.039163,             0.02341,            0.014286,             0.76444,             0.65992,             0.72243,             0.45443,            0.040342,            0.012903,            0.010987,           0.0006445,           0.0006445,           0.0006445
                 191,            0.039079,            0.023259,            0.014119,             0.76411,             0.66002,             0.72226,             0.45488,            0.040332,              0.0129,            0.010986,            0.000595,            0.000595,            0.000595
                 192,            0.039667,            0.023795,            0.013597,             0.76379,              0.6599,             0.72243,             0.45524,            0.040323,            0.012897,            0.010986,           0.0005455,           0.0005455,           0.0005455
                 193,            0.039684,            0.023873,            0.014248,             0.76522,             0.65951,             0.72261,             0.45559,            0.040313,            0.012894,            0.010985,            0.000496,            0.000496,            0.000496
                 194,            0.039239,            0.023175,            0.013543,             0.76477,             0.65994,             0.72275,             0.45583,            0.040303,            0.012891,            0.010983,           0.0004465,           0.0004465,           0.0004465
                 195,            0.039165,            0.023147,            0.013809,             0.76471,             0.65989,              0.7227,             0.45596,            0.040293,            0.012887,            0.010984,            0.000397,            0.000397,            0.000397
                 196,             0.03867,            0.023049,            0.013888,             0.76569,             0.65944,             0.72246,             0.45604,            0.040283,            0.012885,            0.010985,           0.0003475,           0.0003475,           0.0003475
                 197,            0.039122,            0.023645,            0.013449,             0.76524,             0.65905,             0.72247,             0.45618,            0.040274,            0.012882,            0.010986,            0.000298,            0.000298,            0.000298
                 198,            0.038686,            0.023093,            0.013579,             0.76646,             0.65907,             0.72265,             0.45618,            0.040264,            0.012879,            0.010988,           0.0002485,           0.0002485,           0.0002485
                 199,            0.039564,            0.023526,            0.013315,             0.76509,             0.65958,             0.72271,             0.45628,            0.040255,            0.012877,            0.010991,            0.000199,            0.000199,            0.000199
